,word,total_times,proportion,aver_ret
67421,nfusz,1,1.0,0.01676223611473297
67422,meed,1,0.0,-0.007201077349496767
67423,starrag,4,0.75,0.0033545443442592714
67424,bedrocan,1,1.0,0.02764709029577466
67425,unorthodox,18,0.2777777777777778,-0.013173580090174754
67426,satsenbrau,1,0.0,-0.002309588982172088
67427,banken,7,0.2857142857142857,-0.01200565450078574
67428,debus,1,0.0,-0.029205683438457117
67429,dubili,40,0.6,0.0037590480691403238
67430,tonya,2,0.5,-0.0019623837166393206
67431,pctaluminum,1,1.0,0.03490434099041236
67432,stagecoach,14,0.7142857142857143,0.0030093816291810326
67433,disposit,128,0.53125,0.0062441405178828065
67434,exscel,1,1.0,0.001991288530191324
67435,epilim,1,1.0,0.0007584483309788495
67436,enskilda,7,0.2857142857142857,-0.01200565450078574
67437,andanar,3,1.0,0.0051163926862579975
67438,barracouta,3,1.0,0.009922044818504954
67439,oken,1,0.0,-0.006072771906660971
67440,peronin,1,1.0,0.0032054370157026434
67441,doustdar,2,0.5,0.002688499169854023
67442,propectus,1,1.0,0.043811466288401296
67443,parlanc,15,0.5333333333333333,0.0037876345240184747
67444,lopatka,1,1.0,0.0551816127964603
67445,pokka,1,0.0,-0.011692093485113795
67446,castleton,8,0.75,0.005336629513945773
67447,editado,2,0.0,-0.012324239667758332
67448,pire,7,0.5714285714285714,-0.0002706482884063834
67449,sseptemb,1,1.0,0.01371815682051289
67450,wealthfront,8,0.625,0.002893758987005747
67451,ahq,1,1.0,0.008869473691328077
67452,greve,1,0.0,-0.03854020190511487
67453,tubesto,4,0.0,-0.02145260693648808
67454,intermedi,370,0.4891891891891892,-0.0006101754485530245
67455,sumofus,4,0.25,-0.005008957694400111
67456,shalabi,1,0.0,-0.026889900143646558
67457,cargomast,1,1.0,0.010239892754745692
67458,preemptiv,19,0.5263157894736842,0.0027277127532350704
67459,smlp,7,0.42857142857142855,-0.029384455908782893
67460,riley,91,0.5274725274725275,-0.0008970463933797113
67461,apaziquon,1,1.0,0.01704183546587216
67462,hungama,1,1.0,0.03251844673985495
67463,seguchi,2,0.5,0.00035146482947675823
67464,baglior,1,1.0,0.02902914838239158
67465,luka,28,0.5,0.0030403908441685714
67466,germain,5,0.4,-0.03510283289023062
67467,benedicto,1,1.0,0.03489068390780145
67468,mpca,1,0.0,-0.03676883785103782
67469,kazan,1,1.0,0.009436347334037924
67470,falsiti,3,0.6666666666666666,0.010108999651436076
67471,pipelay,4,0.25,-0.01849142717501096
67472,obi,11,0.45454545454545453,-0.007662857096370068
67473,realign,99,0.47474747474747475,-0.0033542474710030333
67474,fdml,2,0.5,0.009136149400549978
67475,shalon,5,0.6,0.0040186174253399615
67476,knittel,3,0.6666666666666666,0.0015595886849784902
67477,miratazm,1,0.0,-0.01892186352577305
67478,sportingbet,5,0.8,0.0046975662837110905
67479,nuomi,5,0.4,-0.007947617291826765
67480,rubana,1,0.0,-0.0019731873938396865
67481,auld,5,0.4,-0.003245544044813126
67482,floodlight,1,0.0,-0.003060911187192153
67483,shetti,19,0.6842105263157895,-0.008292194785279396
67484,krill,3,0.6666666666666666,0.012397549516632087
67485,infiltr,16,0.6875,-0.012857486841574848
67486,kevin,633,0.48973143759873616,0.0003452386874623559
67487,deduct,168,0.5059523809523809,1.928448099377836e-05
67488,ganaxolon,6,0.5,0.041578034158140174
67489,paraflu,1,1.0,0.001429567097488561
67490,cnmc,3,0.6666666666666666,0.012009142250251272
67491,zaslav,7,0.42857142857142855,0.003171883355065738
67492,cavalcanti,2,0.5,-0.02025620020219846
67493,valborg,1,1.0,0.014893306670555875
67494,indentur,54,0.46296296296296297,-0.0020166763758975637
67495,sandow,1,1.0,0.0029089748430464906
67496,pugnaci,8,0.375,-0.008317833622647094
67497,ecant,3,0.3333333333333333,-0.004288345458443329
67498,windon,3,0.6666666666666666,0.000537966906276184
67499,contact,1443,0.47886347886347885,-0.0006617258621450229
67500,lathia,1,0.0,-0.00869900220895527
67501,abdiel,1,1.0,0.0109250623913729
67502,catolica,1,1.0,0.03299783016724549
67503,malvern,13,0.5384615384615384,-0.0038816873181741676
67504,annapoli,3,0.6666666666666666,0.00893020664013864
67505,algo,8,0.375,0.0020609363187985355
67506,rifabutin,2,0.5,0.00412710606731936
67507,paxman,2,0.0,-0.00905194301452783
67508,nieuwenhuijzen,1,1.0,0.0017059125092479472
67509,airl,1,0.0,-0.02637826867567573
67510,cutoff,18,0.6111111111111112,0.006378726914263709
67511,rosn,3,0.3333333333333333,-0.0011988059412791048
67512,bilderberg,1,1.0,0.005648809095054611
67513,saliv,7,0.5714285714285714,0.04153077010400943
67514,shd,1,1.0,0.00538980606211171
67515,rashpal,2,0.5,0.006665682220213638
67516,lafontain,1,1.0,0.005298650784313725
67517,lakshmi,36,0.5277777777777778,0.00015808348384951248
67518,smtg,1,0.0,-0.01278227008386568
67519,earliest,142,0.43661971830985913,-0.0029675992348197804
67520,subutex,1,0.0,-0.0117540772040683
67521,sharpest,50,0.4,-0.013200094336568578
67522,grisolia,11,0.7272727272727273,0.009382969366693946
67523,thurgauer,2,0.5,-0.004443780019238052
67524,boyko,3,0.0,-0.015412340663286861
67525,ebureau,1,0.0,-0.00011135772361810149
67526,balboa,1,0.0,-0.002630708229146656
67527,otgochuluu,1,1.0,0.013761236236603476
67528,bridgevill,1,1.0,0.024448187689603645
67529,blyth,7,0.42857142857142855,0.0023616571870847176
67530,rycroft,1,0.0,-0.0008295171123257068
67531,tesspay,1,0.0,-0.03786144149671769
67532,liestal,1,0.0,-0.013289048524429851
67533,amount,4718,0.4862229758372192,-0.0007502658603356742
67534,gorisht,1,0.0,-0.007536897344537822
67535,ferrier,2,1.0,0.01692940217166451
67536,marriott,111,0.5855855855855856,0.0007029260250193461
67537,móvil,4,0.5,-0.007978198120869504
67538,dunmaglass,1,1.0,0.017082922480155617
67539,internazional,4,0.25,-0.005402476829062511
67540,whey,1,0.0,-0.019525354316498388
67541,nyaungwa,1,1.0,0.00599519709197644
67542,craigavon,1,1.0,0.02574503318565838
67543,hawkish,93,0.40860215053763443,0.00037472191594950803
67544,restant,1,0.0,-0.001834119654693063
67545,ratebas,1,0.0,-0.0063063828870293355
67546,ferraro,1,1.0,0.004066550619433168
67547,tuijl,1,1.0,0.01396273452296824
67548,leas,1363,0.5018341892883346,0.0028553100561373853
67549,recupera,1,0.0,-0.19186276178602624
67550,undu,45,0.3333333333333333,-0.009407033591461396
67551,kristoph,5,0.8,0.05238465705129047
67552,aihara,1,0.0,-0.17224102073060035
67553,ladislav,1,1.0,0.011283735148148106
67554,yoni,2,0.5,-0.0016745653078529684
67555,rawicz,1,0.0,-0.005029090569105634
67556,zabka,7,0.5714285714285714,0.002489903358717387
67557,loureino,1,1.0,0.003776665282705421
67558,voestalpin,5,0.4,-0.0045187749818557405
67559,payu,2,1.0,0.016887091161067697
67560,facial,147,0.4489795918367347,-0.008106123227567832
67561,quadrupl,147,0.48299319727891155,-0.0015785911326781402
67562,lema,5,0.0,-0.010831788125609365
67563,umeda,5,0.6,-0.000993631806508766
67564,plonk,1,0.0,-0.004840075535603711
67565,assembrix,1,1.0,0.005336214491035437
67566,hopeless,9,0.5555555555555556,0.003140759274865839
67567,dybeck,4,0.0,-0.004909889402597458
67568,govex,2,1.0,0.01830758244992856
67569,bayartsogt,1,1.0,0.012724304904382441
67570,hiscott,2,1.0,0.025637407843575592
67571,benhamou,9,0.6666666666666666,0.00032494380344402736
67572,mullal,1,0.0,-0.007488234181286698
67573,pdh,5,0.6,0.014384958675648266
67574,manoeuv,1,1.0,0.02681800054608308
67575,dealmak,285,0.519298245614035,-0.001040603289174303
67576,culhan,1,1.0,0.11305725538780426
67577,well,10856,0.47752394988946206,-8.190254208604943e-05
67578,foxandfrlend,1,0.0,-0.0020275444624897427
67579,sengkang,1,0.0,-0.0008214174027677394
67580,mitsuhiro,1,0.0,-0.011909675498821777
67581,physiocrin,1,1.0,0.020610754246376702
67582,conspir,262,0.49236641221374045,-0.0007350671491825178
67583,infu,1,1.0,0.1206850290645161
67584,gorsuch,12,0.5833333333333334,0.004420462311091967
67585,rosi,44,0.5227272727272727,0.0011881818631836844
67586,oppress,14,0.42857142857142855,-0.0010969146837532845
67587,gogold,1,1.0,0.011454769521959843
67588,orlando,119,0.5294117647058824,-0.0009268273425745254
67589,troup,1,1.0,0.010536309280438895
67590,bozotti,25,0.56,0.0076904752093868425
67591,eam,2,1.0,0.004588292181357833
67592,paccar,22,0.3181818181818182,-0.012579992039930342
67593,moissi,1,0.0,-0.023877619701149343
67594,ingaa,1,0.0,-0.0185469344496848
67595,fiefdom,2,0.0,-0.09915371114083538
67596,hawaux,2,0.5,-0.01155067045513692
67597,bendetta,1,0.0,-0.004132895285714319
67598,omniab,11,0.5454545454545454,0.0019013991906754195
67599,zhang,189,0.4656084656084656,-0.0025318037546036296
67600,framlington,4,0.0,-0.08339891136661053
67601,pinkston,1,1.0,0.0014584620570342894
67602,indoor,31,0.4838709677419355,-0.00858998258647953
67603,lucenti,26,0.5384615384615384,0.0007802415353397672
67604,dickerson,36,0.5,0.007069309548117934
67605,facepl,1,1.0,0.0004205715403294442
67606,retak,21,0.5238095238095238,0.006742158683139392
67607,fraizer,1,1.0,0.0017798970000000452
67608,debut,749,0.4739652870493992,-0.002500264757220063
67609,cavatak,1,0.0,-0.002324522827573657
67610,important,1,0.0,-0.001834119654693063
67611,tabbert,2,1.0,0.03054326644464381
67612,swimsaic,2,0.0,-0.0076723009999999986
67613,petunia,2,0.0,-0.010495463435690805
67614,mineiro,7,0.5714285714285714,0.0013574961357513096
67615,breuil,1,0.0,-0.010781153959039756
67616,sunlight,6,0.5,0.005122568393440454
67617,dwn,1,0.0,-0.007018860386533722
67618,aiyer,2,1.0,0.003227478118918131
67619,gea,5,0.4,0.018852931845542927
67620,folli,6,0.3333333333333333,0.0028127071041211212
67621,ffca,1,0.0,-0.007955669374502055
67622,pimp,3,0.3333333333333333,-0.0016325257733074338
67623,idt,14,0.35714285714285715,-0.04558452029534098
67624,miser,10,0.7,0.00915592645270116
67625,renter,7,1.0,0.010119407660302374
67626,muslim,112,0.5625,-0.0014297624199709545
67627,durov,4,1.0,0.010355268240268098
67628,inbr,2,0.5,0.0005558406400351015
67629,xlrs,7,0.7142857142857143,0.0136380578111986
67630,distribuir,1,0.0,-0.001834119654693063
67631,gozzi,1,0.0,-0.007141518906759869
67632,dazzl,3,0.6666666666666666,0.009655827576875184
67633,culp,98,0.5408163265306123,0.006036322933160637
67634,gaut,6,1.0,0.01286012566736426
67635,laboratório,2,0.0,-0.005468617807589086
67636,gode,4,0.25,-0.006298533382255854
67637,ryerson,19,0.5263157894736842,-0.00789469806041102
67638,novaverd,1,0.0,-0.0031817709589754785
67639,revok,134,0.44776119402985076,-0.0006753478085549615
67640,destigmat,1,1.0,0.010536309280438895
67641,rayn,4,0.25,-0.006214412675601657
67642,denim,30,0.6333333333333333,5.373490678452915e-05
67643,rena,2,0.5,-0.0008169866022537532
67644,silex,9,0.2222222222222222,-0.004646675063750309
67645,muov,1,0.0,-0.00888336649649255
67646,demmel,2,0.0,-0.010065088444444429
67647,bagless,4,0.0,-0.013951629935886474
67648,investiss,14,0.35714285714285715,-0.0030358043140718397
67649,associado,4,0.25,-0.005441850470281245
67650,mierzwinski,1,1.0,0.00783943403430843
67651,laf,1,1.0,0.008337959903700422
67652,roustan,2,0.5,-0.0006674045623806064
67653,humphrey,55,0.4727272727272727,0.005142941544873212
67654,avanquest,1,1.0,0.014083041000000022
67655,egencia,2,0.5,0.0027302792881903903
67656,frerer,1,1.0,0.022883785635513958
67657,pillsburi,13,0.3076923076923077,-0.012461338828528888
67658,halliday,2,1.0,0.016242065391820475
67659,bernardino,12,0.6666666666666666,0.00043061653112230866
67660,yoganand,1,1.0,0.2272312870135748
67661,laubi,7,0.42857142857142855,0.0027885460754584726
67662,semitrail,1,0.0,-0.06993019645298476
67663,vekselberg,21,0.38095238095238093,-0.005791800399621411
67664,flit,6,0.3333333333333333,-0.01764951975676049
67665,daudon,2,0.0,-0.0007550796294712233
67666,woodruff,2,0.5,-0.0030167297413011907
67667,creol,2,0.5,-0.008199013819478105
67668,tsxv,1,1.0,0.003016813448818939
67669,moonquak,1,0.0,-0.006098392440414456
67670,autohom,10,0.7,0.020612222276584612
67671,polytechniqu,2,0.5,0.0032932193732351294
67672,bvg,3,0.6666666666666666,-0.0011529471950324306
67673,velodyn,12,0.4166666666666667,0.0014950351125037544
67674,witchhunt,1,0.0,-0.007493301384359131
67675,delect,1,0.0,-0.008726641541685771
67676,crh,73,0.6164383561643836,0.003832420590127784
67677,ltea,1,0.0,-0.009144462132513858
67678,calixto,3,0.3333333333333333,0.007979784695305693
67679,sourceunion,1,0.0,-0.019267181125172502
67680,hinder,155,0.4838709677419355,-0.002366639214783361
67681,downsid,223,0.4439461883408072,-0.007072704454717619
67682,grausam,2,0.0,-0.0350400697123887
67683,hussain,111,0.4864864864864865,-0.008538063498431215
67684,philanthrop,35,0.5714285714285714,0.005144908862423736
67685,tantan,1,1.0,0.004910291013215891
67686,fodder,9,0.5555555555555556,0.003957643550816111
67687,alpharma,2,1.0,0.0043095830082483496
67688,supercin,1,0.0,-0.027541931101010067
67689,lunat,1,0.0,-0.005150138353073363
67690,corest,1,0.0,-0.01240181175962572
67691,andutica,2,0.5,-0.00013005799731583174
67692,margherita,4,0.25,-0.011382050951466558
67693,botteril,1,0.0,-0.011478234447852786
67694,ciig,2,0.0,-0.07297110017439845
67695,luz,38,0.5,-0.0043964449744082245
67696,recruit,476,0.5147058823529411,0.0013179454309202795
67697,onuah,5,0.2,-0.01482316516836909
67698,intermedica,1,0.0,-0.03195754806341075
67699,pgim,21,0.5238095238095238,0.0006562396717939999
67700,schmell,1,1.0,0.02746206556987375
67701,claypool,1,0.0,-0.006624414767057186
67702,chore,3,0.6666666666666666,0.0010947083914469066
67703,ostrac,1,0.0,-0.0007062957406739501
67704,chiquet,1,1.0,0.012951968329842821
67705,lekka,1,0.0,-0.0019609863282442986
67706,esnd,1,0.0,-0.003881376775213575
67707,kinzer,2,1.0,0.04999960385567017
67708,weith,1,0.0,-0.030877963705614624
67709,trilater,9,0.4444444444444444,0.006147527589330379
67710,buzzel,1,0.0,-0.02875969996812752
67711,karofski,12,0.6666666666666666,-0.001078587417261366
67712,barron,98,0.5714285714285714,0.0013537531577256445
67713,wii,2,0.5,0.033366686263717964
67714,sxip,3,0.3333333333333333,0.0060623705742050326
67715,somekh,1,1.0,0.009284102539113095
67716,garrett,55,0.41818181818181815,-0.0028289145274160063
67717,sanderson,54,0.3148148148148148,-0.01303800411141889
67718,reclam,6,0.16666666666666666,0.011767474192050445
67719,honglong,1,1.0,0.033476886981566915
67720,kwanza,1,0.0,-0.007557328385542194
67721,callidus,9,0.5555555555555556,0.006043364259345384
67722,electrolyz,1,1.0,0.00106027
67723,jha,6,0.0,-0.022807961081252794
67724,sebago,2,1.0,0.006061523297872412
67725,rous,10,0.6,0.007051567697703523
67726,datarpm,1,1.0,0.02078306230554585
67727,albanes,23,0.13043478260869565,-0.01985179456449601
67728,benson,12,0.3333333333333333,-0.01275217513840736
67729,nenter,1,1.0,0.03915230182902826
67730,buttock,1,0.0,-0.012038877111111072
67731,snc,23,0.391304347826087,0.00033618829695948095
67732,internet,1860,0.4978494623655914,0.0021179745303224902
67733,corrug,32,0.3125,-0.006914753994863915
67734,fari,3,0.6666666666666666,0.016732036393557127
67735,gharpur,4,0.0,-0.0348410224798652
67736,birt,2,1.0,0.008842101129366132
67737,casula,4,0.5,-0.0014805567553723424
67738,businessman,190,0.4789473684210526,0.001318877160653481
67739,wolin,4,0.75,0.043088788911186955
67740,amaya,1,0.0,-0.003334979874663729
67741,enac,1,0.0,-0.02957417973927392
67742,richlin,1,0.0,-0.0021893522550517595
67743,aerea,79,0.5316455696202531,0.01185056476947305
67744,rueckert,1,1.0,0.0018891813137254289
67745,rothenberg,2,1.0,0.009530754408077814
67746,mohl,1,1.0,0.0021100014066674838
67747,cwk,6,0.16666666666666666,-0.015212104963840145
67748,orcc,1,1.0,0.0016894441064639245
67749,windowpan,1,1.0,0.0028282765665581517
67750,schleifer,15,0.3333333333333333,-0.0011634186334314753
67751,compliant,156,0.4807692307692308,-0.0042366617871274275
67752,afrezza,4,0.75,0.016396818994136128
67753,book,2861,0.505767214260748,-0.0003185410713562678
67754,gruener,1,0.0,-0.0030083005614776155
67755,imazu,2,1.0,0.0026203162119147203
67756,sonamtso,1,0.0,-0.0012260155226201347
67757,willett,1,1.0,0.0016875571894151215
67758,iiib,5,0.4,0.02579239761862273
67759,salar,56,0.5714285714285714,0.0010344803687620102
67760,bowdler,1,0.0,-0.002549045
67761,framingham,17,0.6470588235294118,0.004500947791782196
67762,zingal,4,0.5,-0.0034069901527757347
67763,adenocarcinoma,7,0.42857142857142855,-0.0025457851779699205
67764,particular,2709,0.4806201550387597,-0.0016560770833583542
67765,goginski,2,0.5,0.010067025968652001
67766,brooklyn,128,0.46875,0.0028442647389261763
67767,splp,2,1.0,0.026395948273589993
67768,druri,7,0.2857142857142857,-0.00011167673525772503
67769,calipso,1,0.0,-0.02004549766666661
67770,elv,1,0.0,-0.0092516250197381
67771,mugardo,1,0.0,-0.006039265248111314
67772,pinera,10,0.2,-0.026681903650251686
67773,dysrhythmia,1,1.0,0.011778713386321664
67774,crossamerica,6,0.5,-0.054341533371816936
67775,twistlock,6,0.5,-0.02805553698468431
67776,horsepox,1,1.0,0.009804653175542407
67777,vaneck,13,0.46153846153846156,0.0035818660901223848
67778,hooker,8,0.625,0.04859163817959461
67779,polexit,1,1.0,0.001848301163265284
67780,oncologi,1,1.0,0.00796041499999995
67781,interproduct,1,0.0,-0.03857008565025312
67782,manitoban,1,1.0,0.00491760090991002
67783,kerevan,1,1.0,0.005779177006006012
67784,sullivan,124,0.532258064516129,0.0006543057522423942
67785,veloxi,1,0.0,-0.01362121802182813
67786,samsu,1,1.0,0.0064893485230125975
67787,digitil,1,0.0,-0.02022888070499701
67788,antigen,58,0.4827586206896552,0.011428100617074834
67789,mishandl,63,0.36507936507936506,-0.005695141500405527
67790,agosto,1,0.0,-0.001834119654693063
67791,williamsvill,1,1.0,0.0006583644101366528
67792,flair,4,0.75,-0.011965538669517321
67793,treacheri,1,1.0,0.0022040642509477803
67794,taul,1,0.0,-0.007096043348066299
67795,levison,1,1.0,0.00453559573803517
67796,meegan,1,0.0,-0.005121969780483984
67797,triumvir,1,0.0,-0.004828811631708597
67798,alopecia,13,0.3076923076923077,-0.02179187651840387
67799,shipmatrix,17,0.35294117647058826,-0.002386591680242536
67800,branton,1,0.0,-0.007750931236339627
67801,wobbl,56,0.5535714285714286,0.0004330548819192392
67802,plantain,2,1.0,0.007014731377700025
67803,outputth,1,0.0,-0.0008054690987124787
67804,immunolog,59,0.5084745762711864,0.03458765891753523
67805,salam,9,0.5555555555555556,-1.448795737865012e-05
67806,subretin,2,0.0,-0.028471657182154258
67807,margoli,3,1.0,0.013946997733313782
67808,norbert,8,0.375,-0.010133276307605011
67809,absurd,70,0.5714285714285714,0.0016674366008669
67810,exyt,1,1.0,0.003100557282958181
67811,vostock,1,1.0,0.008508840212439578
67812,signific,5667,0.4917946003176284,-0.0011598874367509241
67813,umweltbonus,1,0.0,-0.0072250215128917845
67814,dungeon,3,0.6666666666666666,0.03472620022475808
67815,paylean,2,0.0,-0.008748661464940079
67816,hgm,1,1.0,0.015068213986014
67817,tudorza,6,1.0,0.012693001230447845
67818,piv,1,0.0,-0.012517599442622856
67819,moorfield,5,0.6,0.005657035947399693
67820,autom,965,0.5036269430051813,0.0011586632684376114
67821,snel,1,1.0,0.005454482502874159
67822,kupec,1,0.0,-0.007013695531411498
67823,collahuasi,1,0.0,-0.013428966122190465
67824,cemdisiran,1,0.0,-0.042621755707450484
67825,marchion,2,0.0,-0.08316950550581144
67826,clec,1,0.0,-0.04581361287983473
67827,dysprosium,1,0.0,-0.004630393380986818
67828,cvrs,1,0.0,-0.007447903076463668
67829,qtr,58,0.39655172413793105,-0.007540180705046462
67830,patric,42,0.5,0.0011622557238009164
67831,explod,124,0.46774193548387094,-0.0022427213319059585
67832,curmudgeon,1,1.0,0.002737148474747528
67833,dehaan,1,0.0,-0.00763458370483002
67834,munera,1,1.0,0.008521855285714286
67835,bandyopadhyay,12,0.4166666666666667,0.008696236069961087
67836,nvda,2,0.5,0.010619729842688958
67837,hauer,17,0.35294117647058826,-0.00026280282386114464
67838,geez,1,0.0,-0.006046322003939098
67839,tatagiba,1,1.0,0.013403685478260879
67840,burnley,14,0.42857142857142855,-0.0013466064793481861
67841,inept,4,0.5,-0.002400440371757074
67842,memoris,1,0.0,-0.002491557815790215
67843,apw,1,1.0,0.008444381440218196
67844,gafni,1,0.0,-0.02431177180446924
67845,buildcon,1,1.0,0.014557658660639112
67846,dreamer,6,0.3333333333333333,-0.005310084066525381
67847,svbl,18,0.2222222222222222,-0.03043868177191307
67848,livewir,4,0.5,-0.0025761085556181076
67849,mohsenian,3,0.6666666666666666,0.0054851275499997465
67850,decod,6,0.3333333333333333,-0.0025583822456821566
67851,orenstein,3,0.3333333333333333,-0.001294389144569502
67852,ristesund,2,0.0,-0.00109004469853309
67853,apptio,4,0.0,-0.013157969389810039
67854,confisc,24,0.5,-0.0031110072647439406
67855,jung,15,0.6,-0.0015066144084194932
67856,veoneer,58,0.5689655172413793,-0.008240111251688493
67857,honorarium,1,0.0,-0.012359138326971858
67858,tjx,62,0.6451612903225806,0.009841990652873828
67859,lampard,1,0.0,-0.010384720905552241
67860,prep,21,0.5714285714285714,0.004431049308049646
67861,microsemi,32,0.78125,0.01106717824564923
67862,courtman,1,0.0,-0.011431445902918318
67863,gwyneth,2,0.0,-0.026054460185758372
67864,alix,7,0.7142857142857143,0.00550032816540861
67865,misano,1,1.0,0.003444753933112141
67866,shounak,736,0.5054347826086957,-0.000720732461764944
67867,srebnick,2,1.0,0.022572015730298902
67868,kour,1,0.0,-0.034804694914438494
67869,lacaz,1,0.0,-0.015808564183673404
67870,format,501,0.47904191616766467,-0.00042219681863575354
67871,menswear,20,0.5,-0.004482327274234733
67872,uziel,1,1.0,0.04888274941176477
67873,vukv,4,0.25,-0.005458589828308821
67874,gaspard,1,1.0,0.013847320438193205
67875,moulin,1,0.0,-0.003471345592592579
67876,gérard,1,0.0,-0.003209772781304097
67877,interdigit,29,0.41379310344827586,-0.005590765012368813
67878,angelicoussi,2,0.0,-0.001636427841031355
67879,good,5187,0.4902641218430692,0.0006280110427635068
67880,aloi,3,1.0,0.001770328004083026
67881,reson,86,0.5465116279069767,0.003757953277121484
67882,vodafoneziggo,4,0.75,0.016784215472315702
67883,samidorphan,1,0.0,-0.1972968075037958
67884,socimi,1,1.0,0.003992936733298824
67885,detrick,3,0.6666666666666666,-0.0034297957639718257
67886,calera,1,0.0,-0.004750723032786876
67887,unrecogn,6,0.5,0.005661304558794052
67888,codesp,2,1.0,0.012062868801138738
67889,nassif,1,1.0,0.0013706564935815641
67890,aecus,1,0.0,-0.2279092571264821
67891,smokescreen,5,0.6,0.0024691947665016656
67892,cloverleaf,1,0.0,-0.015322632813602084
67893,rosel,2,1.0,0.015902224257346238
67894,cubatão,2,0.0,-0.012431971383501293
67895,leviathan,11,0.5454545454545454,0.001340167731081434
67896,omc,2,0.5,-0.04441716286130151
67897,hatton,2,0.0,-0.007695908270359166
67898,cooperag,1,0.0,-0.01989389012951173
67899,renminbi,232,0.4353448275862069,0.0004057888233788934
67900,fbg,1,1.0,0.0001793805976397719
67901,tenur,282,0.4858156028368794,8.754051652234402e-07
67902,ethinyl,5,0.0,-0.27673824955893545
67903,tallest,20,0.5,0.0011357623912961966
67904,hardlin,27,0.4074074074074074,-0.004020424279639753
67905,polypropylen,20,0.4,-0.0023697122083772755
67906,ramiro,6,0.8333333333333334,0.0113149479123012
67907,murepavadin,4,0.25,-0.00871475012699586
67908,gsm,5,0.2,0.0010729254669921478
67909,lipetsk,1,0.0,-0.00488958472309625
67910,palbociclib,3,0.6666666666666666,0.006421640879718316
67911,agt,3,0.6666666666666666,0.003090169078784231
67912,elgtr,1,0.0,-0.0015207373149014895
67913,sinclair,153,0.47058823529411764,-0.001879218560345984
67914,jylamvo,1,1.0,0.028190297180808
67915,conclusori,2,0.0,-0.01570135144173538
67916,wolfensohn,2,0.5,-0.002069334877623329
67917,tmax,1,0.0,-0.002923172
67918,tiscali,1,0.0,-0.017284918816053495
67919,rollercoast,12,0.4166666666666667,-0.01947721878251189
67920,turlov,1,1.0,0.01745208163134664
67921,kraemer,7,0.2857142857142857,-0.00398616780814633
67922,deford,1,0.0,-0.006246105207473419
67923,tanezumab,10,0.7,0.001979734126553172
67924,oxo,10,0.8,0.005968894979629692
67925,immuron,14,0.5,0.02842740628610546
67926,kansei,17,0.5294117647058824,0.00042684047938270015
67927,hobson,20,0.4,4.155064103289266e-05
67928,denn,3,1.0,0.015389378073026816
67929,trustbil,1,0.0,-0.0035535339760479467
67930,azn,1,0.0,-0.03207904520020481
67931,zeigarnik,1,0.0,-0.00366916006166862
67932,axa,110,0.45454545454545453,-0.001963607038785662
67933,squeal,1,0.0,-0.014089502736215625
67934,tasimelteon,2,1.0,0.009790663420418445
67935,tailgat,7,0.14285714285714285,-0.010308631630081269
67936,adec,1,0.0,-0.007373525509563216
67937,earthston,11,0.2727272727272727,-0.0226373184916332
67938,mastercard,283,0.5512367491166078,0.002310331943039713
67939,vertiv,3,0.6666666666666666,-0.001667880524459499
67940,unicornfrappuccino,2,0.0,-0.002590605215146015
67941,cpfl,30,0.4,-0.0020192346075140607
67942,avur,1,1.0,0.04392956994292384
67943,obscur,61,0.639344262295082,0.0014265470086105442
67944,wolfgang,32,0.34375,8.218507213971556e-06
67945,zagaglia,1,0.0,-0.00765788646798032
67946,greensil,1,1.0,0.0035018839681286978
67947,warship,17,0.5294117647058824,-0.0024812838677910425
67948,migrat,212,0.4716981132075472,0.0013822644378675398
67949,gluten,10,0.8,0.056064238594159044
67950,bling,5,0.6,0.002320190361893965
67951,cunha,31,0.5806451612903226,0.0006726248236479168
67952,investop,1,1.0,0.0005314512830188427
67953,poul,1,0.0,-0.0013546696877169712
67954,carrot,18,0.3333333333333333,-0.009973235339560375
67955,chancelleri,4,0.5,0.010121658722914505
67956,campello,1,0.0,-0.001125286049040438
67957,carvedilol,3,0.6666666666666666,0.0013430378266232658
67958,titolo,1,0.0,-0.19186276178602624
67959,tupi,1,0.0,-0.012896897289012456
67960,eurozon,194,0.42783505154639173,-0.0026147992898689115
67961,jlf,2,0.5,0.008801387376627449
67962,lift,2053,0.5021919142717973,0.0019739641703637244
67963,biodegrad,10,0.6,-0.0049557146013893445
67964,gleneagl,1,0.0,-0.0020392067605633805
67965,sober,19,0.15789473684210525,-0.014876037903282624
67966,busateri,2,0.0,-0.006704662993848368
67967,male,121,0.3884297520661157,-0.005644745004982414
67968,apss,1,0.0,-0.004134267017456315
67969,esl,9,0.3333333333333333,-0.0027441053483460327
67970,fitz,1,0.0,-0.02919680014420058
67971,springett,2,0.0,-0.011269478309877665
67972,rhomberg,12,0.3333333333333333,-0.0010815579311349553
67973,catellucci,1,0.0,-0.008307199069651761
67974,travelport,7,0.5714285714285714,0.010549226525451266
67975,khaliji,1,0.0,-0.013401231027397202
67976,fayettevill,21,0.47619047619047616,0.010716132757044698
67977,robscj,2,0.5,0.003944629679532689
67978,jcba,1,0.0,-0.015345947310808725
67979,samik,3,0.6666666666666666,0.007611111698660417
67980,pngts,5,0.2,-0.010318066012322435
67981,matsushita,1,0.0,-0.002933358023255793
67982,nojeim,1,0.0,-0.0014452770038635193
67983,stoel,1,1.0,0.0010850292535809255
67984,felix,73,0.5068493150684932,0.0029557501551264373
